0,0,0,0,0,0,0,1
0.02,0,0.005,-0.0955,0,0,0,1
0.3533334,-0.05311247,1.647355,-0.07251648,-0.3582481,0.08068284,-0.6957166,0.6173548
0.3908433,-0.05287294,1.647742,-0.07286375,-0.3559003,0.07820654,-0.7025695,0.6112405
0.4167551,-0.05298643,1.647786,-0.07280114,-0.3566377,0.07586509,-0.708124,0.6046607
0.4392025,-0.05352691,1.648219,-0.07259572,-0.3581409,0.07474072,-0.7169409,0.593418
0.467602,-0.05475917,1.648868,-0.07195491,-0.3628304,0.0725726,-0.732463,0.5714763
0.4930838,-0.05578397,1.648525,-0.07101223,-0.3698478,0.07090903,-0.7368982,0.5613961
0.5298243,-0.05807091,1.64611,-0.06800382,-0.3914579,0.06916162,-0.7289178,0.5573654
0.5587521,-0.05946937,1.643901,-0.06561659,-0.4082848,0.06197226,-0.7272683,0.5482187
0.5844538,-0.06062145,1.642887,-0.06397624,-0.4188547,0.06361198,-0.720489,0.5490082
0.6053606,-0.06165786,1.642255,-0.06260114,-0.427397,0.06565433,-0.7157031,0.5484436
0.6318651,-0.06252723,1.641032,-0.06096858,-0.4379924,0.05952156,-0.7172962,0.5386149
0.6529266,-0.0631814,1.641014,-0.06027849,-0.4423305,0.05445447,-0.7254553,0.5244932
0.6760184,-0.06355898,1.641581,-0.06024547,-0.4424981,0.05035669,-0.7357379,0.5102444
0.693584,-0.06374969,1.641346,-0.05989295,-0.4446858,0.04873642,-0.7363959,0.5075434
0.7108485,-0.06383234,1.640044,-0.0589427,-0.4506439,0.04746344,-0.7284915,0.5137777
0.7279539,-0.06371086,1.63794,-0.05759531,-0.4590324,0.04556119,-0.7149795,0.5253739
0.7451391,-0.06370933,1.635249,-0.05553212,-0.4714296,0.04279544,-0.6981904,0.5370781
0.7626411,-0.06362138,1.632231,-0.05306394,-0.4857901,0.03787434,-0.6812103,0.5463755
0.7801762,-0.06353828,1.62983,-0.05090399,-0.497923,0.03665514,-0.6640671,0.5565465
0.797213,-0.06357459,1.628078,-0.04906829,-0.5078691,0.04171825,-0.6442299,0.5703475
0.8266128,-0.06275954,1.626286,-0.04818003,-0.5129286,0.03831931,-0.6327363,0.5788616
0.8436344,-0.06140491,1.62535,-0.04886892,-0.5096732,0.0293402,-0.6336138,0.5812969
0.8610318,-0.05996049,1.624072,-0.04921532,-0.5082145,0.02630132,-0.6237504,0.5932637
0.8779263,-0.05897342,1.622617,-0.04872997,-0.5111049,0.02674671,-0.6087831,0.6061679
0.8951136,-0.05831154,1.621383,-0.04805342,-0.5148316,0.02298967,-0.6018948,0.6100348
0.9124042,-0.05844985,1.621212,-0.04767553,-0.5166788,0.01810782,-0.6073143,0.6032284
0.9300246,-0.05953807,1.622492,-0.04788896,-0.5153003,0.02027026,-0.6177692,0.5936462
0.9471313,-0.06114689,1.624844,-0.04862344,-0.5110702,0.02985569,-0.628332,0.5857601
0.9650882,-0.06285548,1.628173,-0.05008545,-0.5025643,0.04296578,-0.6417983,0.5776486
0.982226,-0.0634709,1.630924,-0.0520419,-0.4912836,0.05239128,-0.6523238,0.5747775
1.000261,-0.06344371,1.632702,-0.05369455,-0.4816235,0.05922714,-0.6568077,0.5771782
1.017657,-0.0636979,1.633125,-0.05376457,-0.480727,0.06574977,-0.6519679,0.5826804
1.034761,-0.06416807,1.633013,-0.05310386,-0.4836861,0.07392784,-0.6414158,0.5909047
1.051593,-0.06426319,1.632537,-0.05256321,-0.4861509,0.07980575,-0.6300989,0.6002197
1.068853,-0.06388921,1.632406,-0.0528996,-0.4837969,0.08499233,-0.6206275,0.611178
